,org:group,concept:instance,org:resource,concept:name,time:timestamp,lifecycle:transition,case:startdate,case:responsible,case:enddate_planned,case:department,case:group,case:concept:name,case:deadline,case:channel,case:enddate
0,EMPTY,task-35,Resource08,Confirmation of receipt,2010-10-05 11:01:58.437000+00:00,complete,2010-10-03 23:06:40.020000+00:00,Resource08,2010-11-29 00:06:40.010000+00:00,Experts,,case-3766,2010-11-29 00:06:40+00:00,Desk,2010-11-29 12:18:50.141000+00:00
1,Group 1,task-67,Resource08,T06 Determine necessity of stop advice,2010-10-05 11:07:35.391000+00:00,complete,2010-10-03 23:06:40.020000+00:00,Resource08,2010-11-29 00:06:40.010000+00:00,Experts,,case-3766,2010-11-29 00:06:40+00:00,Desk,2010-11-29 12:18:50.141000+00:00
2,Group 1,task-68,Resource08,T10 Determine necessity to stop indication,2010-10-05 11:08:22.858000+00:00,complete,2010-10-03 23:06:40.020000+00:00,Resource08,2010-11-29 00:06:40.010000+00:00,Experts,,case-3766,2010-11-29 00:06:40+00:00,Desk,2010-11-29 12:18:50.141000+00:00
3,EMPTY,task-66,Resource24,T02 Check confirmation of receipt,2010-10-05 13:03:36.552000+00:00,complete,2010-10-03 23:06:40.020000+00:00,Resource08,2010-11-29 00:06:40.010000+00:00,Experts,,case-3766,2010-11-29 00:06:40+00:00,Desk,2010-11-29 12:18:50.141000+00:00
4,Group 1,task-81,Resource08,T03 Adjust confirmation of receipt,2010-10-05 13:22:03.157000+00:00,complete,2010-10-03 23:06:40.020000+00:00,Resource08,2010-11-29 00:06:40.010000+00:00,Experts,,case-3766,2010-11-29 00:06:40+00:00,Desk,2010-11-29 12:18:50.141000+00:00
5,EMPTY,task-84,Resource24,T02 Check confirmation of receipt,2010-10-05 13:26:38.519000+00:00,complete,2010-10-03 23:06:40.020000+00:00,Resource08,2010-11-29 00:06:40.010000+00:00,Experts,,case-3766,2010-11-29 00:06:40+00:00,Desk,2010-11-29 12:18:50.141000+00:00
6,EMPTY,task-86,Resource19,T04 Determine confirmation of receipt,2010-10-06 07:12:49.541000+00:00,complete,2010-10-03 23:06:40.020000+00:00,Resource08,2010-11-29 00:06:40.010000+00:00,Experts,,case-3766,2010-11-29 00:06:40+00:00,Desk,2010-11-29 12:18:50.141000+00:00
7,Group 2,task-96,Resource08,T05 Print and send confirmation of receipt,2010-10-07 13:16:55.755000+00:00,complete,2010-10-03 23:06:40.020000+00:00,Resource08,2010-11-29 00:06:40.010000+00:00,Experts,,case-3766,2010-11-29 00:06:40+00:00,Desk,2010-11-29 12:18:50.141000+00:00
8,Group 1,task-370,Resource11,Confirmation of receipt,2010-11-01 14:05:27.606000+00:00,complete,2010-10-11 22:00:00.020000+00:00,Resource07,2010-12-15 23:00:00.010000+00:00,General,,case-4025,2010-12-15 23:00:00+00:00,Post,2010-12-06 07:34:01.693000+00:00
9,Group 1,task-676,Resource11,T06 Determine necessity of stop advice,2010-11-01 14:05:48.091000+00:00,complete,2010-10-11 22:00:00.020000+00:00,Resource07,2010-12-15 23:00:00.010000+00:00,General,,case-4025,2010-12-15 23:00:00+00:00,Post,2010-12-06 07:34:01.693000+00:00
10,Group 1,task-677,Resource11,T10 Determine necessity to stop indication,2010-11-01 14:06:29.816000+00:00,complete,2010-10-11 22:00:00.020000+00:00,Resource07,2010-12-15 23:00:00.010000+00:00,General,,case-4025,2010-12-15 23:00:00+00:00,Post,2010-12-06 07:34:01.693000+00:00
11,Group 4,task-675,Resource11,T02 Check confirmation of receipt,2010-11-01 14:06:53.096000+00:00,complete,2010-10-11 22:00:00.020000+00:00,Resource07,2010-12-15 23:00:00.010000+00:00,General,,case-4025,2010-12-15 23:00:00+00:00,Post,2010-12-06 07:34:01.693000+00:00
12,Group 1,task-679,Resource07,T03 Adjust confirmation of receipt,2010-12-02 09:03:09.970000+00:00,complete,2010-10-11 22:00:00.020000+00:00,Resource07,2010-12-15 23:00:00.010000+00:00,General,,case-4025,2010-12-15 23:00:00+00:00,Post,2010-12-06 07:34:01.693000+00:00
13,Group 4,task-2615,Resource07,T02 Check confirmation of receipt,2010-12-02 09:03:48.065000+00:00,complete,2010-10-11 22:00:00.020000+00:00,Resource07,2010-12-15 23:00:00.010000+00:00,General,,case-4025,2010-12-15 23:00:00+00:00,Post,2010-12-06 07:34:01.693000+00:00
14,Group 3,task-2616,Resource07,T04 Determine confirmation of receipt,2010-12-02 09:04:10.288000+00:00,complete,2010-10-11 22:00:00.020000+00:00,Resource07,2010-12-15 23:00:00.010000+00:00,General,,case-4025,2010-12-15 23:00:00+00:00,Post,2010-12-06 07:34:01.693000+00:00
15,Group 2,task-2617,admin1,T05 Print and send confirmation of receipt,2010-12-02 09:10:12.758000+00:00,complete,2010-10-11 22:00:00.020000+00:00,Resource07,2010-12-15 23:00:00.010000+00:00,General,,case-4025,2010-12-15 23:00:00+00:00,Post,2010-12-06 07:34:01.693000+00:00
16,Group 1,task-1,Resource21,Confirmation of receipt,2010-10-20 10:56:58.348000+00:00,complete,2010-09-30 23:06:40.020000+00:00,Resource26,2010-11-26 00:06:40.010000+00:00,General,,case-416,2010-11-26 00:06:40+00:00,Internet,NaT
17,Group 4,task-315,Resource21,T02 Check confirmation of receipt,2010-10-20 10:57:49.263000+00:00,complete,2010-09-30 23:06:40.020000+00:00,Resource26,2010-11-26 00:06:40.010000+00:00,General,,case-416,2010-11-26 00:06:40+00:00,Internet,NaT
18,Group 3,task-317,Resource21,T04 Determine confirmation of receipt,2010-10-20 10:58:58.565000+00:00,complete,2010-09-30 23:06:40.020000+00:00,Resource26,2010-11-26 00:06:40.010000+00:00,General,,case-416,2010-11-26 00:06:40+00:00,Internet,NaT
19,Group 2,task-318,Resource21,T05 Print and send confirmation of receipt,2010-10-20 10:59:23.662000+00:00,complete,2010-09-30 23:06:40.020000+00:00,Resource26,2010-11-26 00:06:40.010000+00:00,General,,case-416,2010-11-26 00:06:40+00:00,Internet,NaT
20,Group 1,task-316,Resource21,T06 Determine necessity of stop advice,2010-10-20 11:02:33.507000+00:00,complete,2010-09-30 23:06:40.020000+00:00,Resource26,2010-11-26 00:06:40.010000+00:00,General,,case-416,2010-11-26 00:06:40+00:00,Internet,NaT
21,Group 1,task-319,Resource21,T10 Determine necessity to stop indication,2010-11-08 13:07:42.360000+00:00,complete,2010-09-30 23:06:40.020000+00:00,Resource26,2010-11-26 00:06:40.010000+00:00,General,,case-416,2010-11-26 00:06:40+00:00,Internet,NaT
22,Group 1,task-308,Resource12,Confirmation of receipt,2010-10-22 07:57:23.546000+00:00,complete,2010-10-14 23:06:40.020000+00:00,Resource12,2010-12-10 00:06:40.010000+00:00,General,,case-3989,2010-12-10 00:06:40+00:00,Internet,2010-12-29 15:18:00.338000+00:00
23,Group 4,task-382,Resource12,T02 Check confirmation of receipt,2010-10-22 07:57:46.254000+00:00,complete,2010-10-14 23:06:40.020000+00:00,Resource12,2010-12-10 00:06:40.010000+00:00,General,,case-3989,2010-12-10 00:06:40+00:00,Internet,2010-12-29 15:18:00.338000+00:00
24,Group 3,task-384,Resource12,T04 Determine confirmation of receipt,2010-10-22 07:58:13.317000+00:00,complete,2010-10-14 23:06:40.020000+00:00,Resource12,2010-12-10 00:06:40.010000+00:00,General,,case-3989,2010-12-10 00:06:40+00:00,Internet,2010-12-29 15:18:00.338000+00:00
25,Group 2,task-385,Resource12,T05 Print and send confirmation of receipt,2010-10-22 07:58:35.137000+00:00,complete,2010-10-14 23:06:40.020000+00:00,Resource12,2010-12-10 00:06:40.010000+00:00,General,,case-3989,2010-12-10 00:06:40+00:00,Internet,2010-12-29 15:18:00.338000+00:00
26,Group 1,task-383,Resource12,T06 Determine necessity of stop advice,2010-10-22 07:59:04.836000+00:00,complete,2010-10-14 23:06:40.020000+00:00,Resource12,2010-12-10 00:06:40.010000+00:00,General,,case-3989,2010-12-10 00:06:40+00:00,Internet,2010-12-29 15:18:00.338000+00:00
27,Group 1,task-386,Resource12,T10 Determine necessity to stop indication,2010-10-22 07:59:36.800000+00:00,complete,2010-10-14 23:06:40.020000+00:00,Resource12,2010-12-10 00:06:40.010000+00:00,General,,case-3989,2010-12-10 00:06:40+00:00,Internet,2010-12-29 15:18:00.338000+00:00
